name,description,category,value,type,state,max_attempts,flags,tags,hints,type_data
Reset Bender's Password,"Reset Bender's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 4)",Broken Authentication,700,standard,visible,0,a3ed0a02985a524747be405af69600b167ecae9a,"OSINT","Not as trivial as Jim's but still not too difficult with some ""Futurama"" background knowledge.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_reset_benders_password_via_the_forgot_password_mechanism,<pre><code>-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""</code></pre>",
Reset Bjoern's Password,"Reset the password of Bjoern's internal account via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 5)",Broken Authentication,1000,standard,visible,0,dbaa733d61cf894a36235f884227b3a0b6150233,"OSINT","Nothing a little bit of Facebook stalking couldn't reveal. Might involve a historical twist.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_reset_the_password_of_bjoerns_internal_account_via_the_forgot_password_mechanism,<pre><code>-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""</code></pre>",
Reset Jim's Password,"Reset Jim's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 3)",Broken Authentication,450,standard,visible,0,3c3e2d6ef99b733b947e92f8e2a9ed08bf57ea63,"OSINT","It's hard for celebrities to pick a security question from a hard-coded list where the answer is not publicly exposed.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_reset_jims_password_via_the_forgot_password_mechanism,<pre><code>-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""</code></pre>",
Reset Morty's Password,"Reset Morty's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>his obfuscated answer</i> to his security question. (Difficulty Level: 5)",Broken Anti Automation,1000,standard,visible,0,c25ad846aad83cff51ef49167f6f54b467e731de,"OSINT,Brute Force","Find a way to bypass the rate limiting and brute force the obfuscated answer to Morty's security question.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-anti-automation.html#_reset_mortys_password_via_the_forgot_password_mechanism,<pre><code>/* Rate limiting */
  app.enable('trust proxy')
  app.use('/rest/user/reset-password'٬ new RateLimit({
    windowMs: 5 * 60 * 1000٬
    max: 100٬
    keyGenerator ({ headers٬ ip }: { headers: any٬ ip: any }) { return headers['X-Forwarded-For'] || ip }
  }))</code></pre>",
Retrieve Blueprint,"Deprive the shop of earnings by downloading the blueprint for one of its products. (Difficulty Level: 5)",Sensitive Data Exposure,1000,standard,visible,0,5ec16347194b662a773887b63845315e8a3c7237,,"The product you might want to give a closer look is the OWASP Juice Shop Logo (3D-printed).,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_deprive_the_shop_of_earnings_by_downloading_the_blueprint_for_one_of_its_products",
SSRF,"Request a hidden resource on server through server. (Difficulty Level: 6)",Broken Access Control,1350,standard,visible,0,cd689fc32a8e1288a9b762aebacd9756f8c78ab5,"Code Analysis","Reverse engineering something bad can make good things happen.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_request_a_hidden_resource_on_server_through_server",
SSTi,"Infect the server with juicy malware by abusing arbitrary command execution. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 6)",Injection,1350,standard,visible,0,4a08ddbd93e970fd7cdca4f2fc940f6fc35dc7d8,"Contraption,Danger Zone,Code Analysis","""SSTi"" is a clear indicator that this has nothing to do with anything Angular. Also٬ make sure to use only our non-malicious malware.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_infect_the_server_with_juicy_malware_by_abusing_arbitrary_command_execution",
Score Board,"Find the carefully hidden 'Score Board' page. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,2614339936e8282e2f820f023d4d998a1f95e02a,"Tutorial,Code Analysis","Try to find a reference or clue behind the scenes. Or simply guess what URL the Score Board might have.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/score-board.html#_find_the_carefully_hidden_score_board_page,<pre><code>const routes: Routes = [
  {
    path: 'administration'٬
    component: AdministrationComponent٬
    canActivate: [AdminGuard]
  }٬
  {
    path: 'accounting'٬
    component: AccountingComponent٬
    canActivate: [AccountingGuard]
  }٬
  {
    path: 'about'٬
    component: AboutComponent
  }٬
  {
    path: 'address/select'٬
    component: AddressSelectComponent٬
    canActivate: [LoginGuard]
  }٬
  {
    path: 'address/saved'٬
    component: SavedAddressComponent٬
    canActivate: [LoginGuard]
  }٬
  {
    path: 'address/create'٬
    component: AddressCreateComponent٬
    canActivate: [LoginGuard]
  }٬
  {
    path: 'address/edit/:addressId'٬
    component: AddressCreateComponent٬
    canActivate: [LoginGuard]
  }٬
  {
    path: 'delivery-method'٬
    component: DeliveryMethodComponent
  }٬
  {
    path: 'deluxe-membership'٬
    component: DeluxeUserComponent٬
    canActivate: [LoginGuard]
  }٬
  {
    path: 'saved-payment-methods'٬
    component: SavedPaymentMethodsComponent
  }٬
  {
    path: 'basket'٬
    component: BasketComponent
  }٬
  {
    path: 'order-completion/:id'٬
    component: OrderCompletionComponent
  }٬
  {
    path: 'contact'٬
    component: ContactComponent
  }٬
  {
    path: 'photo-wall'٬
    component: PhotoWallComponent
  }٬
  {
    path: 'complain'٬
    component: ComplaintComponent
  }٬
  {
    path: 'chatbot'٬
    component: ChatbotComponent
  }٬
  {
    path: 'order-summary'٬
    component: OrderSummaryComponent
  }٬
  {
    path: 'order-history'٬
    component: OrderHistoryComponent
  }٬
  {
    path: 'payment/:entity'٬
    component: PaymentComponent
  }٬
  {
    path: 'wallet'٬
    component: WalletComponent
  }٬
  {
    path: 'login'٬
    component: LoginComponent
  }٬
  {
    path: 'forgot-password'٬
    component: ForgotPasswordComponent
  }٬
  {
    path: 'recycle'٬
    component: RecycleComponent
  }٬
  {
    path: 'register'٬
    component: RegisterComponent
  }٬
  {
    path: 'search'٬
    component: SearchResultComponent
  }٬
  {
    path: 'hacking-instructor'٬
    component: SearchResultComponent
  }٬
  {
    path: 'score-board'٬
    component: ScoreBoardComponent
  }٬
  {
    path: 'track-result'٬
    component: TrackResultComponent
  }٬
  {
    path: 'track-result/new'٬
    component: TrackResultComponent٬
    data: {
      type: 'new'
    }
  }٬
  {
    path: '2fa/enter'٬
    component: TwoFactorAuthEnterComponent
  }٬
  {
    path: 'privacy-security'٬
    component: PrivacySecurityComponent٬
    children: [
      {
        path: 'privacy-policy'٬
        component: PrivacyPolicyComponent
      }٬
      {
        path: 'change-password'٬
        component: ChangePasswordComponent
      }٬
      {
        path: 'two-factor-authentication'٬
        component: TwoFactorAuthComponent
      }٬
      {
        path: 'data-export'٬
        component: DataExportComponent
      }٬
      {
        path: 'last-login-ip'٬
        component: LastLoginIpComponent
      }
    ]
  }٬
  {
    path: 'juicy-nft'٬
    component: NFTUnlockComponent
  }٬
  {
    path: 'wallet-web3'٬
    loadChildren: async () => await loadWeb3WalletModule()
  }٬
  {
    path: 'web3-sandbox'٬
    loadChildren: async () => await loadWeb3SandboxtModule()
  }٬
  {
    path: 'bee-haven'٬
    loadChildren: async () => await loadFaucetModule()
  }٬
   {
    matcher: oauthMatcher٬
    data: { params: (window.location.href).substr(window.location.href.indexOf('#')) }٬
    component: OAuthComponent
  }٬
  {
    matcher: tokenMatcher٬
    component: TokenSaleComponent
  }٬
  {
    path: '403'٬
    component: ErrorPageComponent
  }٬
  {
    path: '**'٬
    component: SearchResultComponent
  }
]</code></pre>",
Security Policy,"Behave like any ""white-hat"" should before getting into the action. (Difficulty Level: 2)",Miscellaneous,250,standard,visible,0,980d88a684fbf348f5812fc06fbfab2d8f66c76d,"Good Practice","Undoubtedly you want to read our security policy before conducting any research on our application.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/miscellaneous.html#_behave_like_any_white_hat_should_before_getting_into_the_action",
Server-side XSS Protection,"Perform a <i>persisted</i> XSS attack with <code>&lt;iframe src=""javascript:alert(`xss`)""&gt;</code> bypassing a <i>server-side</i> security mechanism. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 4)",XSS,700,standard,visible,0,55520e3cd59f94c0177371d67a70fd4c023c57ea,"Danger Zone","The ""Comment"" field in the ""Customer Feedback"" screen is where you want to put your focus on.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xss.html#_perform_a_persisted_xss_attack_bypassing_a_server_side_security_mechanism",
Steganography,"<a href=""/#/contact"">Rat out</a> a notorious character hiding in plain sight in the shop. (Mention the exact name of the character) (Difficulty Level: 4)",Security through Obscurity,700,standard,visible,0,8df0878bad13852abf627d0ccf345522c6edcc21,"Shenanigans","No matter how good your eyes are٬ you will need tool assistance for this challenge.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/security-through-obscurity.html#_rat_out_a_notorious_character_hiding_in_plain_sight_in_the_shop",
Successful RCE DoS,"Perform a Remote Code Execution that occupies the server for a while without using infinite loops. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 6)",Insecure Deserialization,1350,standard,visible,0,e3dd33892286cd40320283238d5c6babe93187d2,"Danger Zone","Your attack payload must not trigger the protection against too many iterations.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/insecure-deserialization.html#_perform_a_remote_code_execution_that_occupies_the_server_for_a_while_without_using_infinite_loops",
Supply Chain Attack,"<a href=""/#/contact"">Inform the development team</a> about a danger to some of <em>their</em> credentials. (Send them the URL of the <em>original report</em> or an assigned CVE or another identifier of this vulnerability) (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,05a4bcdca9809df4506551b5b1f229fd55157572,"OSINT","This vulnerability will not affect any customer of the shop. It is aimed exclusively at its developers.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_inform_the_development_team_about_a_danger_to_some_of_their_credentials",
Two Factor Authentication,"Solve the 2FA challenge for user ""wurstbrot"". (Disabling, bypassing or overwriting his 2FA settings does not count as a solution) (Difficulty Level: 5)",Broken Authentication,1000,standard,visible,0,04d6e957416281fe13669a7fe685fc27cb6c53c4,,"The 2FA implementation requires to store a secret for every user. You will need to find a way to access this secret in order to solve this challenge.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_solve_the_2fa_challenge_for_user_wurstbrot",
Unsigned JWT,"Forge an essentially unsigned JWT token that impersonates the (non-existing) user <i>jwtn3d@juice-sh.op</i>. (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,8614152eaa8ea996bd1359f4144ad3e8cc762198,,"This challenge exploits a weird option that is supported when signing tokens with JWT.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_forge_an_essentially_unsigned_jwt_token",
Upload Size,"Upload a file larger than 100 kB. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,e3b59553d1be5291f45a76abe8291e3b666272d7,,"You can attach a small file to the ""Complaint"" form. Investigate how this upload actually works.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_upload_a_file_larger_than_100_kb",
Upload Type,"Upload a file that has no .pdf or .zip extension. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,3ca7d41d1c903c5ae68c2f713c9f875db870aca0,,"You can attach a PDF or ZIP file to the ""Complaint"" form. Investigate how this upload actually works.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_upload_a_file_that_has_no_pdf_or_zip_extension",
User Credentials,"Retrieve a list of all user credentials via SQL Injection. (Difficulty Level: 4)",Injection,700,standard,visible,0,b2bbb412cd027095df70fa3ca8d61ad0e101406e,,"Gather information on where user data is stored and how it is addressed. Then craft a corresponding UNION SELECT attack.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_retrieve_a_list_of_all_user_credentials_via_sql_injection,<pre><code>module.exports = function searchProducts () {
  return (req: Request٬ res: Response٬ next: NextFunction) => {
    let criteria: any = req.query.q === 'undefined' ? '' : req.query.q ?? ''
    criteria = (criteria.length <= 200) ? criteria : criteria.substring(0٬ 200)
    models.sequelize.query(`SELECT * FROM Products WHERE ((name LIKE '%${criteria}%' OR description LIKE '%${criteria}%') AND deletedAt IS NULL) ORDER BY name`)
      .then(([products]: any) => {
        const dataString = JSON.stringify(products)
        for (let i = 0; i < products.length; i++) {
          products[i].name = req.__(products[i].name)
          products[i].description = req.__(products[i].description)
        }
        res.json(utils.queryResultToJson(products))
      }).catch((error: ErrorWithParent) => {
        next(error.parent)
      })
  }
}</code></pre>",
Video XSS,"Embed an XSS payload <code>&lt;/script&gt;&lt;script&gt;alert(`xss`)&lt;/script&gt;</code> into our promo video. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 6)",XSS,1350,standard,visible,0,5dec3d5cc33e7137736c615bc10a0c52359e86a8,"Danger Zone","You have to reuse the vulnerability behind one other 6-star challenge to be able to solve this one.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xss.html#_embed_an_xss_payload_into_our_promo_video",
View Basket,"View another user's shopping basket. (Difficulty Level: 2)",Broken Access Control,250,standard,visible,0,e6982b34b6734ceadd28e5019b251f929a80b815,"Tutorial,Good for Demos","Have an eye on the HTTP traffic while shopping. Alternatively try to find a client-side association of users to their basket.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_view_another_users_shopping_basket",
Vulnerable Library,"<a href=""/#/contact"">Inform the shop</a> about a vulnerable library it is using. (Mention the exact library name and version in your comment) (Difficulty Level: 4)",Vulnerable Components,700,standard,visible,0,d6c3b1f0724fd3dbf4272c127a790c39a200876b,"OSINT","Report one of two possible answers via the ""Customer Feedback"" form. Do not forget to submit the library's version as well.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_inform_the_shop_about_a_vulnerable_library_it_is_using",
Weird Crypto,"<a href=""/#/contact"">Inform the shop</a> about an algorithm or library it should definitely not use the way it does. (Difficulty Level: 2)",Cryptographic Issues,250,standard,visible,0,84054d82b9a99da2db6392744dad1e7e28bd2cca,,"Report one of four possible answers via the ""Customer Feedback"" form.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/cryptographic-issues.html#_inform_the_shop_about_an_algorithm_or_library_it_should_definitely_not_use_the_way_it_does",
Allowlist Bypass,"Enforce a redirect to a page you are not supposed to redirect to. (Difficulty Level: 4)",Unvalidated Redirects,700,standard,visible,0,ed389b769ec2380372f247f8b669097bb55f3b7f,"Prerequisite","You have to find a way to beat the allowlist of allowed redirect URLs.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/unvalidated-redirects.html#_enforce_a_redirect_to_a_page_you_are_not_supposed_to_redirect_to,<pre><code>export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop'٬
  'https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm'٬
  'https://explorer.dash.org/address/Xr556RzuwX6hg5EGpkybbv5RanJoZN17kW'٬
  'https://etherscan.io/address/0x0f933ab9fcaaa782d0279c300d73750e1311eae6'٬
  'http://shop.spreadshirt.com/juiceshop'٬
  'http://shop.spreadshirt.de/juiceshop'٬
  'https://www.stickeryou.com/products/owasp-juice-shop/794'٬
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url.includes(allowedUrl)
  }
  return allowed
}</code></pre>",
XXE Data Access,"Retrieve the content of <code>C:\Windows\system.ini</code> or <code>/etc/passwd</code> from the server. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 3)",XXE,450,standard,visible,0,5a196f6f8335ad860de5fd4597a69de8f23dbce8,"Danger Zone","The leverage point for this challenge is the deprecated B2B interface.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xxe.html#_retrieve_the_content_of_cwindowssystemini_or_etcpasswd_from_the_server",
XXE DoS,"Give the server something to chew on for quite a while. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 5)",XXE,1000,standard,visible,0,f884fb0fd5282d5a33cf44fd65e20ddad1d2b795,"Danger Zone","It is not as easy as sending a large amount of data directly to the deprecated B2B interface.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xxe.html#_give_the_server_something_to_chew_on_for_quite_a_while",
Zero Stars,"Give a devastating zero-star feedback to the store. (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,e958569c4a12e3b97f38bd05cac3f0e5a1b17142,,"Before you invest time bypassing the API٬ you might want to play around with the UI a bit.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_give_a_devastating_zero_star_feedback_to_the_store",
Missing Encoding,"Retrieve the photo of Bjoern's cat in ""melee combat-mode"". (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,9d4e5e79b87d07944942d37811426c4e3148d446,"Shenanigans","Check the Photo Wall for an image that could not be loaded correctly.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_retrieve_the_photo_of_bjoerns_cat_in_melee_combat_mode",
Cross-Site Imaging,"Stick <a href=""http://placekitten.com/"" target=""_blank"">cute cross-domain kittens</a> all over our delivery boxes. (Difficulty Level: 5)",Security Misconfiguration,1000,standard,visible,0,ed6fafa2fe184c01a64581004393737449dd6ba4,"Contraption","This challenge would formally have to be in several categories as the developers made multiple gaffes for this to be possible.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_stick_cute_cross_domain_kittens_all_over_our_delivery_boxes",
Exposed Metrics,"Find the endpoint that serves usage data to be scraped by a <a href=""https://github.com/prometheus/prometheus"">popular monitoring system</a>. (Difficulty Level: 1)",Sensitive Data Exposure,100,standard,visible,0,ab5b8d18378fbcb0f3bc6e9f2b1e3eebc676334e,"Good Practice","Try to guess what URL the endpoint might have.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_find_the_endpoint_that_serves_usage_data_to_be_scraped_by_a_popular_monitoring_system,<pre><code>/* Serve metrics */
let metricsUpdateLoop: any
const Metrics = metrics.observeMetrics()
app.get('/metrics'٬ metrics.serveMetrics())
errorhandler.title = `${config.get('application.name')} (Express ${utils.version('express')})`

const registerWebsocketEvents = require('./lib/startup/registerWebsocketEvents')
const customizeApplication = require('./lib/startup/customizeApplication')

export async function start (readyCallback: any) {
  const datacreatorEnd = startupGauge.startTimer({ task: 'datacreator' })
  await sequelize.sync({ force: true })
  await datacreator()
  datacreatorEnd()
  const port = process.env.PORT ?? config.get('server.port')
  process.env.BASE_PATH = process.env.BASE_PATH ?? config.get('server.basePath')

  metricsUpdateLoop = Metrics.updateLoop()

  server.listen(port٬ () => {
    logger.info(colors.cyan(`Server listening on port ${colors.bold(`${port}`)}`))
    startupGauge.set({ task: 'ready' }٬ (Date.now() - startTime) / 1000)
    if (process.env.BASE_PATH !== '') {
      logger.info(colors.cyan(`Server using proxy base path ${colors.bold(`${process.env.BASE_PATH}`)} for redirects`))
    }
    registerWebsocketEvents(server)
    if (readyCallback) {
      readyCallback()
    }
  })

}

export function close (exitCode: number | undefined) {
  if (server) {
    clearInterval(metricsUpdateLoop)
    server.close()
  }
  if (exitCode !== undefined) {
    process.exit(exitCode)
  }
}</code></pre>",
Deluxe Fraud,"Obtain a Deluxe Membership without paying for it. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,638524b76976aae9fb41a264fd7c06d813635e1e,,"Look closely at what happens when you attempt to upgrade your account.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_obtain_a_deluxe_membership_without_paying_for_it",
CSRF,"Change the name of a user by performing Cross-Site Request Forgery from <a href=""http://htmledit.squarefree.com"">another origin</a>. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,7f2af07e0e0ac2c54e8ae0665b4aa68762ba63af,,"Find a form which updates the username and then construct a malicious page in the online HTML editor. You probably need an older browser version for this.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_change_the_name_of_a_user_by_performing_cross_site_request_forgery_from_another_origin",
Bonus Payload,"Use the bonus payload <code>&lt;iframe width=&quot;100%&quot; height=&quot;166&quot; scrolling=&quot;no&quot; frameborder=&quot;no&quot; allow=&quot;autoplay&quot; src=&quot;https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/771984076&amp;color=%23ff5500&amp;auto_play=true&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;show_teaser=true&quot;&gt;&lt;/iframe&gt;</code> in the <i>DOM XSS</i> challenge. (Difficulty Level: 1)",XSS,100,standard,visible,0,a81183bb5eaf30e6f5ae3c14acb572976072f4c9,"Shenanigans,Tutorial","Copy + Paste = Solved!,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xss.html#_use_the_bonus_payload_in_the_dom_xss_challenge,<pre><code>filterTable () {
    let queryParam: string = this.route.snapshot.queryParams.q
    if (queryParam) {
      queryParam = queryParam.trim()
      this.dataSource.filter = queryParam.toLowerCase()
      this.searchValue = this.sanitizer.bypassSecurityTrustHtml(queryParam)
      this.gridDataSource.subscribe((result: any) => {
        if (result.length === 0) {
          this.emptyState = true
        } else {
          this.emptyState = false
        }
      })
    } else {
      this.dataSource.filter = ''
      this.searchValue = undefined
      this.emptyState = false
    }
  }</code></pre>",
Reset Uvogin's Password,"Reset Uvogin's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,76759927fb4e587ad58ca8eb14e0034e55c4c6d3,"OSINT","You might have to do some OSINT on his social media personas to find out his honest answer to the security question.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_reset_uvogins_password_via_the_forgot_password_mechanism,<pre><code>-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""</code></pre>",
Meta Geo Stalking,"Determine the answer to John's security question by looking at an upload of him to the Photo Wall and use it to reset his password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,1bf405de0c6cffac953daa8c8d0ae7a72072b3eb,"OSINT","Take a look at the meta data of the corresponding photo.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_determine_the_answer_to_johns_security_question",
Visual Geo Stalking,"Determine the answer to Emma's security question by looking at an upload of her to the Photo Wall and use it to reset her password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,974658d2522a1de540e85d925dadcfc1891ccbea,"OSINT","Take a look at the details in the photo to determine the location of where it was taken.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_determine_the_answer_to_emmas_security_question",
Kill Chatbot,"Permanently disable the support chatbot so that it can no longer answer customer queries. (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,2d55d113bdd3535ed2b7170fc2ff43a5ff324b84,"Code Analysis","Think of a way to get a hold of the internal workings on the chatbot API.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_permanently_disable_the_support_chatbot",
Poison Null Byte,"Bypass a security control with a <a href=""https://hakipedia.com/index.php/Poison_Null_Byte"">Poison Null Byte</a> to access a file not meant for your eyes. (Difficulty Level: 4)",Improper Input Validation,700,standard,visible,0,cfdeea14e8f01b4952722fd0e4a77f1928593c9a,"Prerequisite","Take a look at the details in the photo to determine the location of where it was taken.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_bypass_a_security_control_with_a_poison_null_byte",
Bully Chatbot,"Receive a coupon code from the support chatbot. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,9dd704b4c48bd310dd3187971a344c179213562d,"Shenanigans,Brute Force","Just keep asking.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/miscellaneous.html#_receive_a_coupon_code_from_the_support_chatbot",
Local File Read,"Gain read access to an arbitrary local file on the web server. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,6cbafed57d94b84630427bb24ab80b31efc578f5,"OSINT,Danger Zone","You should read up on vulnerabilities in popular NodeJs template engines.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_gain_read_access_to_an_arbitrary_local_file_on_the_web_server",
Mass Dispel,"Close multiple ""Challenge solved""-notifications in one go. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,e6622ce9a67640b96851c2b1553ceb6690dd26a4,,"Either check the official documentation or inspect a notification UI element directly.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/score-board.html#_close_multiple_challenge_solved_notifications_in_one_go",
