name,description,category,value,type,state,max_attempts,flags,tags,hints,type_data
Allowlist Bypass,"Enforce a redirect to a page you are not supposed to redirect to. (Difficulty Level: 4)",Unvalidated Redirects,700,standard,visible,0,ed389b769ec2380372f247f8b669097bb55f3b7f,"Prerequisite","<pre><code>export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop'٬
  'https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm'٬
  'https://explorer.dash.org/address/Xr556RzuwX6hg5EGpkybbv5RanJoZN17kW'٬
  'https://etherscan.io/address/0x0f933ab9fcaaa782d0279c300d73750e1311eae6'٬
  'http://shop.spreadshirt.com/juiceshop'٬
  'http://shop.spreadshirt.de/juiceshop'٬
  'https://www.stickeryou.com/products/owasp-juice-shop/794'٬
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url.includes(allowedUrl)
  }
  return allowed
}</code></pre>",
XXE Data Access,"Retrieve the content of <code>C:\Windows\system.ini</code> or <code>/etc/passwd</code> from the server. <em>(This challenge is <strong>potentially harmful</strong> on Docker!)</em> (Difficulty Level: 3)",XXE,450,standard,visible,0,5a196f6f8335ad860de5fd4597a69de8f23dbce8,"Danger Zone",,
XXE DoS,"Give the server something to chew on for quite a while. <em>(This challenge is <strong>potentially harmful</strong> on Docker!)</em> (Difficulty Level: 5)",XXE,1000,standard,visible,0,f884fb0fd5282d5a33cf44fd65e20ddad1d2b795,"Danger Zone",,
Zero Stars,"Give a devastating zero-star feedback to the store. (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,e958569c4a12e3b97f38bd05cac3f0e5a1b17142,,,
Missing Encoding,"Retrieve the photo of Bjoern's cat in ""melee combat-mode"". (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,9d4e5e79b87d07944942d37811426c4e3148d446,"Shenanigans",,
Cross-Site Imaging,"Stick <a href=""http://placekitten.com/"" target=""_blank"">cute cross-domain kittens</a> all over our delivery boxes. (Difficulty Level: 5)",Security Misconfiguration,1000,standard,visible,0,ed6fafa2fe184c01a64581004393737449dd6ba4,"Contraption",,
Exposed Metrics,"Find the endpoint that serves usage data to be scraped by a <a href=""https://github.com/prometheus/prometheus"">popular monitoring system</a>. (Difficulty Level: 1)",Sensitive Data Exposure,100,standard,visible,0,ab5b8d18378fbcb0f3bc6e9f2b1e3eebc676334e,"Good Practice","<pre><code>/* Serve metrics */
let metricsUpdateLoop: any
const Metrics = metrics.observeMetrics()
app.get('/metrics'٬ metrics.serveMetrics())
errorhandler.title = `${config.get('application.name')} (Express ${utils.version('express')})`

const registerWebsocketEvents = require('./lib/startup/registerWebsocketEvents')
const customizeApplication = require('./lib/startup/customizeApplication')

export async function start (readyCallback: any) {
  const datacreatorEnd = startupGauge.startTimer({ task: 'datacreator' })
  await sequelize.sync({ force: true })
  await datacreator()
  datacreatorEnd()
  const port = process.env.PORT ?? config.get('server.port')
  process.env.BASE_PATH = process.env.BASE_PATH ?? config.get('server.basePath')

  metricsUpdateLoop = Metrics.updateLoop()

  server.listen(port٬ () => {
    logger.info(colors.cyan(`Server listening on port ${colors.bold(`${port}`)}`))
    startupGauge.set({ task: 'ready' }٬ (Date.now() - startTime) / 1000)
    if (process.env.BASE_PATH !== '') {
      logger.info(colors.cyan(`Server using proxy base path ${colors.bold(`${process.env.BASE_PATH}`)} for redirects`))
    }
    registerWebsocketEvents(server)
    if (readyCallback) {
      readyCallback()
    }
  })

}

export function close (exitCode: number | undefined) {
  if (server) {
    clearInterval(metricsUpdateLoop)
    server.close()
  }
  if (exitCode !== undefined) {
    process.exit(exitCode)
  }
}</code></pre>",
Deluxe Fraud,"Obtain a Deluxe Membership without paying for it. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,638524b76976aae9fb41a264fd7c06d813635e1e,,,
CSRF,"Change the name of a user by performing Cross-Site Request Forgery from <a href=""http://htmledit.squarefree.com"">another origin</a>. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,7f2af07e0e0ac2c54e8ae0665b4aa68762ba63af,,,
Bonus Payload,"Use the bonus payload <code>&lt;iframe width=&quot;100%&quot; height=&quot;166&quot; scrolling=&quot;no&quot; frameborder=&quot;no&quot; allow=&quot;autoplay&quot; src=&quot;https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/771984076&amp;color=%23ff5500&amp;auto_play=true&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;show_teaser=true&quot;&gt;&lt;/iframe&gt;</code> in the <i>DOM XSS</i> challenge. (Difficulty Level: 1)",XSS,100,standard,visible,0,a81183bb5eaf30e6f5ae3c14acb572976072f4c9,"Shenanigans,Tutorial","<pre><code>filterTable () {
    let queryParam: string = this.route.snapshot.queryParams.q
    if (queryParam) {
      queryParam = queryParam.trim()
      this.dataSource.filter = queryParam.toLowerCase()
      this.searchValue = this.sanitizer.bypassSecurityTrustHtml(queryParam)
      this.gridDataSource.subscribe((result: any) => {
        if (result.length === 0) {
          this.emptyState = true
        } else {
          this.emptyState = false
        }
      })
    } else {
      this.dataSource.filter = ''
      this.searchValue = undefined
      this.emptyState = false
    }
  }</code></pre>",
Reset Uvogin's Password,"Reset Uvogin's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,76759927fb4e587ad58ca8eb14e0034e55c4c6d3,"OSINT","<pre><code>-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""</code></pre>",
Meta Geo Stalking,"Determine the answer to John's security question by looking at an upload of him to the Photo Wall and use it to reset his password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,1bf405de0c6cffac953daa8c8d0ae7a72072b3eb,"OSINT",,
Visual Geo Stalking,"Determine the answer to Emma's security question by looking at an upload of her to the Photo Wall and use it to reset her password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,974658d2522a1de540e85d925dadcfc1891ccbea,"OSINT",,
Kill Chatbot,"Permanently disable the support chatbot so that it can no longer answer customer queries. (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,2d55d113bdd3535ed2b7170fc2ff43a5ff324b84,"Code Analysis",,
Poison Null Byte,"Bypass a security control with a <a href=""https://hakipedia.com/index.php/Poison_Null_Byte"">Poison Null Byte</a> to access a file not meant for your eyes. (Difficulty Level: 4)",Improper Input Validation,700,standard,visible,0,cfdeea14e8f01b4952722fd0e4a77f1928593c9a,"Prerequisite",,
Bully Chatbot,"Receive a coupon code from the support chatbot. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,9dd704b4c48bd310dd3187971a344c179213562d,"Shenanigans,Brute Force",,
Local File Read,"Gain read access to an arbitrary local file on the web server. <em>(This challenge is <strong>potentially harmful</strong> on Docker!)</em> (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,6cbafed57d94b84630427bb24ab80b31efc578f5,"OSINT,Danger Zone",,
Mass Dispel,"Close multiple ""Challenge solved""-notifications in one go. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,e6622ce9a67640b96851c2b1553ceb6690dd26a4,,,
